,Gender,Age,Attendance
4476,0,53,0.82
3457,1,50,0.86
2870,1,55,0.72
6665,0,56,0.48
924,1,45,0.47
5109,0,62,0.77
5379,1,43,0.7
3453,0,29,0.8
5269,1,81,0.59
5658,0,62,0.71
6693,0,59,0.78
3495,0,60,0.91
5737,1,59,0.84
7869,1,48,0.7
8632,1,62,0.56
2690,0,46,0.8
1430,1,41,0.78
1760,1,51,0.94
5445,1,37,0.8
7867,0,50,0.5
6658,1,59,0.9
6899,0,47,0.92
7510,0,19,0.7
604,0,30,0.65
1239,0,31,0.94
9024,0,74,0.6
415,0,59,0.66
49,1,2,0.88
3021,0,47,0.64
2810,0,24,0.79
5078,0,52,0.88
1164,0,64,0.93
1779,1,41,0.56
738,0,62,0.67
6850,1,65,0.67
4682,0,51,0.91
595,1,41,0.55
1811,1,45,0.94
812,0,50,0.74
9641,1,62,0.77
3118,0,80,0.15
5859,1,69,0.86
5263,1,61,0.86
6026,1,76,0.58
8082,1,35,0.74
8739,0,80,0.59
4316,0,40,0.83
8613,0,75,0.5
5161,0,32,0.86
6606,0,55,0.79
9672,1,46,0.76
5011,0,49,0.82
6886,0,66,0.9
2013,1,67,0.67
8034,0,46,0.64
774,1,74,0.8
3383,1,70,0.56
4401,0,43,0.74
3552,1,56,0.83
439,1,78,0.78
713,0,23,0.6
4550,0,48,0.9
223,1,50,0.92
3549,1,47,0.65
9049,0,50,0.22
9338,0,53,0.71
8371,1,65,0.81
1082,1,60,0.98
2727,0,30,0.45
5784,0,61,0.48
6389,1,15,0.7
734,0,69,0.68
5770,1,64,0.72
9679,0,50,0.88
9439,1,43,0.77
3256,0,69,0.73
9527,0,49,0.83
3844,0,51,0.76
3190,0,42,0.81
8662,1,57,0.79
3378,0,49,0.56
9775,1,33,0.85
7422,0,77,0.81
6865,1,52,0.82
2113,1,93,0.94
3255,1,44,0.79
5706,1,39,0.8
1643,0,66,0.57
5315,1,61,0.72
5700,1,50,0.8
357,0,57,0.69
4475,0,28,0.73
530,0,76,0.51
4731,1,44,0.79
9689,0,46,0.81
8406,0,41,0.72
1093,1,63,0.44
3560,0,41,0.91
5861,1,70,0.8
3185,1,54,0.72
7106,0,25,0.74
2880,0,30,0.27
6540,1,30,0.73
8763,1,42,0.42
3325,1,54,0.77
5081,1,55,0.66
8716,1,69,0.76
7820,0,71,0.88
7855,0,73,0.77
6904,1,51,0.15
8746,1,60,0.82
2337,1,60,0.88
4081,0,39,0.78
5498,0,51,0.54
9731,0,44,0.73
8497,1,42,0.91
9448,0,50,0.73
9098,1,40,0.61
3503,0,38,0.79
5207,1,42,0.95
8123,1,33,0.91
5467,1,50,0.47
5384,1,39,0.77
5850,1,36,0.44
7693,1,47,0.9
4233,0,69,0.74
5069,0,59,0.69
2845,1,69,0.57
3131,0,45,0.61
5744,1,58,0.67
7397,0,28,0.84
7466,1,48,0.95
4711,1,78,0.93
9563,1,62,0.93
4139,1,64,0.84
1858,0,39,0.71
6660,0,58,0.8
300,1,70,0.47
4681,1,72,0.59
8893,0,41,0.78
6364,1,53,0.77
405,1,31,0.92
5391,1,35,0.57
2424,0,65,0.63
3620,1,55,0.92
8486,1,51,0.94
6996,0,56,0.73
9080,0,54,0.69
3893,1,28,0.78
1366,1,55,0.76
414,0,16,0.73
6869,1,60,0.97
8409,0,46,0.65
3586,1,47,0.77
2330,1,65,0.95
3582,0,59,0.8
6867,1,71,0.49
7130,1,37,0.89
4973,1,54,0.7
2697,0,53,0.68
8437,1,33,0.77
8522,1,42,0.83
5136,1,45,0.7
6615,1,53,0.81
6310,0,27,0.63
3958,1,32,0.94
7319,1,34,0.91
3557,0,3,0.86
8331,0,69,0.72
4827,0,36,0.63
9196,0,83,0.96
508,1,41,0.53
8234,0,31,0.67
8515,1,77,0.88
2448,1,52,0.63
1781,1,28,0.55
4906,0,39,0.24
5664,0,42,0.9
3616,1,66,0.5
9497,0,18,0.85
6703,1,54,0.76
7478,0,62,0.69
9223,0,39,0.62
4639,1,57,0.58
7861,1,60,0.56
9184,0,68,0.69
4319,1,60,0.89
6143,1,31,0.94
3685,1,45,0.8
1609,0,35,0.91
1402,0,50,0.84
2818,0,51,0.77
1872,0,54,0.47
7958,0,45,0.66
6232,0,34,0.49
180,0,15,0.96
4012,1,63,0.95
7070,1,53,0.42
2173,1,62,0.63
2778,1,29,0.82
2664,0,58,0.69
3884,0,42,0.6
87,0,53,0.56
5418,0,53,0.68
6178,1,51,0.6
8889,1,56,0.64
9295,1,23,0.84
539,1,47,0.55
3446,1,37,0.97
4385,1,42,0.75
6614,1,44,0.48
7921,1,56,0.35
8128,1,45,0.59
5071,0,58,0.74
4062,0,42,0.9
6500,0,58,0.83
7927,1,37,0.85
6652,1,42,0.91
3279,1,6,0.62
9663,1,20,0.93
8210,0,30,0.62
41,0,65,0.79
9132,1,56,0.95
8173,0,56,0.49
9128,0,33,0.89
9482,0,58,0.92
5205,1,43,0.7
2674,0,45,0.75
9350,1,73,0.83
2846,0,65,0.57
2930,1,62,0.85
8436,0,65,0.94
1874,0,73,0.57
7951,0,49,0.6
6876,0,56,0.58
4972,0,67,0.86
2383,1,60,0.6
1391,1,51,0.85
9493,0,47,0.55
4149,0,45,0.35
9011,0,50,0.81
7912,1,52,0.75
387,1,52,0.87
7427,0,47,0.67
4403,0,43,0.6
5432,1,46,0.76
1863,0,65,0.62
1327,1,43,0.66
8485,1,58,0.88
7292,0,23,0.95
5351,0,30,0.84
8873,1,34,0.61
497,1,51,0.66
4436,1,57,0.93
1801,1,58,0.47
4240,0,67,0.44
1955,1,43,0.72
9262,0,53,0.29
8085,0,53,0.88
6100,0,37,0.69
2595,1,40,0.87
747,0,60,0.56
764,0,45,0.65
9066,1,54,0.77
4155,1,55,0.69
6149,1,42,0.65
9602,0,55,0.86
5599,0,47,0.66
1619,0,54,0.63
7860,1,46,0.97
5876,0,59,0.87
5957,0,58,0.94
765,0,70,0.89
6578,1,74,0.88
5021,0,39,0.53
4952,0,52,0.88
6716,1,56,0.93
9646,0,41,0.64
1270,0,50,0.55
9026,0,33,0.77
9233,0,54,0.79
5210,0,51,0.74
565,1,58,0.85
5589,1,59,0.83
3699,1,33,0.68
4847,0,49,0.47
2703,1,39,0.86
9332,0,19,0.67
1274,1,45,0.5
8494,1,58,0.3
151,1,36,0.7
1032,1,44,0.77
2508,0,18,0.66
1442,1,6,0.81
8154,1,53,0.62
346,1,36,0.69
3468,1,93,0.87
9771,0,10,0.68
2630,0,49,0.76
1670,1,49,0.9
8572,1,39,0.85
7294,0,57,0.73
3307,0,39,0.73
706,1,51,0.59
8882,1,43,0.78
9478,0,57,0.71
9843,0,65,0.32
4992,0,54,0.67
3434,1,39,0.87
9072,0,72,0.55
3058,1,54,0.92
3670,0,34,0.58
1400,0,41,0.31
5113,1,66,0.76
6983,1,57,0.71
3159,1,44,0.74
4686,0,75,0.56
5745,1,45,0.83
2240,1,71,0.71
7436,0,49,0.73
5598,1,53,0.66
4183,0,23,0.75
7098,0,60,0.99
6795,1,54,0.85
521,1,44,0.89
1473,1,30,0.58
5652,1,49,0.84
7385,1,69,0.89
8222,1,70,0.78
7517,1,79,0.9
4595,1,41,0.58
9390,1,39,0.75
1201,0,54,0.5
9420,1,49,0.78
6231,1,61,0.9
8815,1,34,0.59
584,1,45,0.9
153,0,44,0.3
1509,0,44,0.6
3624,0,57,0.66
3466,0,43,0.87
2224,0,50,0.61
6831,1,41,0.89
8400,0,65,0.81
1142,0,68,0.62
8356,1,59,0.72
10,0,32,0.7
3510,1,42,0.43
3518,0,70,0.6
7041,0,64,0.55
1658,0,29,0.83
5087,1,55,0.79
8659,0,46,0.55
5303,1,81,0.55
2964,0,31,0.71
3006,1,28,0.91
7002,1,83,0.77
1181,1,42,0.82
6392,1,80,0.86
6981,0,64,0.77
5465,1,53,0.65
2671,0,60,0.53
5941,0,61,0.83
3269,1,49,0.75
2099,1,39,0.93
3793,0,82,0.32
4665,1,51,0.81
8729,0,51,0.85
7805,0,74,0.51
9079,1,60,0.67
6580,0,47,0.84
3573,0,39,0.7
6954,0,62,0.76
3213,0,54,0.82
3857,1,41,0.75
3366,1,59,0.36
4070,0,73,0.59
2276,1,50,0.57
1408,1,27,0.94
1465,1,61,0.52
8723,1,36,0.66
8374,0,71,0.46
8378,1,36,0.84
1667,0,20,0.86
6946,0,65,0.97
3387,0,60,0.71
9564,0,38,0.91
2910,0,28,0.84
9243,1,40,0.84
1647,1,43,0.91
6797,0,75,0.89
4672,0,48,0.66
7197,0,46,0.74
7810,0,73,0.81
688,0,61,0.94
3355,1,63,0.51
9454,0,56,0.61
7746,1,35,0.75
7504,0,53,0.62
9585,0,46,0.75
5934,1,74,0.71
8150,0,80,0.61
9765,0,49,0.73
5741,0,50,0.79
1677,1,43,0.85
1149,1,66,0.97
4005,1,62,0.53
4018,1,25,0.71
7571,1,39,0.93
8427,1,43,0.88
1493,1,48,0.54
8190,0,74,0.58
6210,0,56,0.41
6971,0,38,0.94
6739,1,53,0.96
1323,0,55,0.83
8014,0,35,0.9
8422,1,25,0.89
8016,1,23,0.93
8575,1,26,0.87
8045,1,79,0.69
2946,1,46,0.7
7801,0,44,0.57
3193,0,35,0.49
2087,1,81,0.92
917,0,30,0.46
7730,0,46,0.51
8607,1,45,0.61
4608,0,62,0.68
4655,0,50,0.86
6871,0,53,0.79
3541,0,66,0.72
3539,0,47,0.86
7629,1,53,0.83
3889,0,15,0.66
707,1,40,0.83
9784,0,57,0.86
583,1,52,0.68
5304,0,67,0.78
5575,0,28,0.83
4518,1,75,0.89
2633,1,58,0.84
4004,1,52,0.59
7957,1,67,0.55
4971,1,33,0.92
118,1,55,0.88
8792,0,44,0.97
8804,0,31,0.81
8349,1,67,0.78
5662,0,37,0.58
7578,0,46,0.62
9460,1,47,0.82
5279,0,40,0.87
4323,0,65,0.93
9096,1,50,0.84
2254,1,54,0.6
7674,1,49,0.86
2321,0,30,0.91
7038,0,27,0.9
5800,0,57,0.73
1636,0,64,0.83
3956,0,60,0.69
8619,1,44,0.81
5685,0,60,0.77
4091,1,34,0.7
3686,1,48,0.93
6245,0,11,0.8
1607,1,38,0.78
5286,0,36,0.67
5407,0,54,0.84
5470,1,44,0.59
1569,1,57,0.75
8781,1,49,0.89
3093,1,47,0.85
6230,0,79,0.89
8172,0,59,0.9
1808,0,58,0.79
4921,0,49,0.58
6488,0,37,0.82
7551,1,75,0.67
2480,1,48,0.93
499,1,63,0.54
3684,1,41,0.77
4213,0,50,0.77
8709,1,94,0.56
1411,1,60,0.92
816,1,74,0.47
5412,0,44,0.59
9673,0,59,0.69
3445,0,68,0.81
9760,0,52,0.82
6655,1,29,0.79
4605,1,45,0.55
4242,1,66,0.99
9068,1,61,0.59
9545,1,61,0.8
8352,1,66,0.8
629,0,75,0.64
5632,0,41,0.87
1762,1,51,0.76
7118,1,63,0.69
1196,1,62,0.77
7445,0,52,0.76
4566,1,50,0.53
1267,1,60,0.56
5826,1,35,0.91
5885,1,64,0.72
8402,1,14,0.67
4858,0,79,0.57
204,1,14,0.79
6918,0,42,0.89
3120,1,47,0.77
3814,0,41,0.87
3089,0,52,0.84
6101,1,34,0.84
9509,1,41,0.85
5548,0,59,0.92
6775,0,51,0.48
2650,0,68,0.65
2747,0,55,0.77
3550,0,34,0.89
3116,0,58,0.8
6448,1,77,0.93
1754,0,52,0.58
5311,0,62,0.76
8084,1,47,0.71
9308,0,52,0.81
4570,0,53,0.89
5547,0,65,0.83
6311,1,34,0.87
9348,1,47,0.66
5999,0,53,0.78
979,1,40,0.86
3528,1,50,0.73
549,1,38,0.6
7263,0,61,0.96
9660,1,40,0.73
8760,0,56,0.69
9245,0,41,0.64
8358,0,42,0.87
1425,1,57,0.81
8191,1,43,0.91
3319,1,38,0.46
5264,0,33,0.81
576,0,58,0.72
6903,1,50,0.67
1452,1,45,0.45
7195,1,26,0.56
1320,0,47,0.51
4541,0,64,0.78
8941,0,65,0.87
9077,0,53,0.76
4723,0,69,0.91
4443,1,37,0.8
341,0,43,0.62
5939,0,50,0.54
6168,1,46,0.7
4873,0,61,0.44
9624,1,56,0.78
4743,0,50,0.79
1871,1,90,0.78
9567,0,42,0.7
8419,1,57,0.81
303,0,56,0.77
5022,1,59,0.86
8573,0,54,0.79
4771,0,65,0.69
6173,0,54,0.79
6404,0,49,0.97
7071,1,33,0.54
4680,1,76,0.75
9556,0,59,0.73
3240,0,76,0.67
8355,0,50,0.56
3045,0,46,0.55
4392,0,55,0.63
8913,1,62,0.92
2869,1,39,0.76
241,0,47,0.66
9218,0,33,0.76
5958,1,45,0.67
1479,1,47,0.57
8898,0,46,0.75
8851,0,86,0.93
8759,1,59,0.8
786,1,47,0.77
1597,0,33,0.69
170,1,74,0.82
6632,0,56,0.73
3266,1,43,0.95
677,0,58,0.96
896,1,48,0.85
1127,0,42,0.83
3449,0,67,0.91
2775,1,36,0.93
1376,0,18,0.85
5242,1,66,0.57
8101,1,72,0.68
4126,0,26,0.61
6030,1,37,0.55
4573,1,73,0.63
7200,0,79,0.65
1617,0,56,0.84
9580,0,46,0.8
1895,1,34,0.84
9119,1,60,0.75
2129,1,67,0.74
9805,1,6,0.57
2792,0,49,0.72
635,1,59,0.65
4716,1,49,0.66
9739,0,39,0.51
7443,1,56,0.84
5754,0,28,0.77
6198,1,57,0.73
7701,1,59,0.87
6282,0,72,0.38
8460,1,46,0.74
7905,0,45,0.85
8822,0,61,0.58
8161,1,51,0.87
670,1,28,0.71
3978,1,48,0.85
7230,0,66,0.88
488,1,41,0.96
6379,0,73,0.64
3214,0,36,0.77
2794,1,64,0.57
681,1,58,0.62
2312,0,40,0.87
4031,0,24,0.57
9038,1,41,0.81
6394,0,50,0.72
4259,1,58,0.54
5357,1,42,0.84
8601,1,60,0.52
3415,1,60,0.85
6016,1,56,0.79
6046,1,52,0.71
3992,0,48,0.59
673,1,57,0.91
1645,0,47,0.91
8752,1,52,0.68
4831,1,66,0.57
4632,0,53,0.66
7858,0,65,0.48
2769,0,67,0.61
1585,1,31,0.6
9476,1,51,0.67
9041,1,45,0.73
1349,0,58,0.31
7221,1,41,0.36
866,1,30,0.64
9380,0,23,0.43
2799,1,57,0.87
9757,1,74,0.53
4218,0,80,0.48
2417,0,50,0.57
6927,1,73,0.7
915,0,53,0.73
1767,1,51,0.59
4294,0,11,0.55
6561,1,65,0.98
9872,1,53,0.89
5703,1,59,0.69
6191,0,48,0.33
14,1,45,0.63
7902,0,45,0.65
6517,0,88,0.79
7410,1,56,0.83
5893,0,46,0.69
7990,0,55,0.93
3787,1,54,0.94
7206,1,35,0.77
2585,1,36,0.73
5602,0,13,0.79
2557,1,60,0.6
835,0,61,0.89
6570,0,46,0.96
9028,1,46,0.95
7987,0,71,0.53
4263,1,47,0.68
1193,1,45,0.99
2937,1,75,0.76
3180,0,40,0.5
1220,0,31,0.91
3753,1,69,0.38
7522,1,49,0.88
1194,1,48,0.56
2627,1,40,0.73
9048,1,57,0.64
7508,1,65,0.9
9090,1,45,0.89
4174,1,39,0.94
1698,0,43,0.7
8579,0,36,0.88
2476,1,72,0.95
7837,1,36,0.98
7505,0,22,0.79
2082,0,78,0.84
6851,0,32,0.48
7247,1,53,0.92
6286,1,43,0.92
4466,1,65,0.58
485,1,47,0.72
8917,0,63,0.46
3330,0,50,0.8
4616,1,42,0.67
4667,1,66,0.85
2647,1,75,0.94
2454,1,47,0.88
2281,1,56,0.59
1943,0,44,0.75
2816,0,57,0.52
3782,0,44,0.73
947,0,41,0.62
7215,1,44,0.79
6949,0,66,0.78
6452,1,57,0.65
6079,1,66,0.96
1489,0,61,0.64
7226,0,45,0.46
1860,0,46,0.85
7841,1,52,0.74
1096,1,54,0.89
2124,0,58,0.68
8243,0,50,0.79
2655,1,64,0.4
9054,0,31,0.84
8955,0,60,0.98
1480,0,52,0.74
2824,0,62,0.38
510,1,74,0.64
4035,0,54,0.76
1861,0,54,0.71
446,1,42,0.77
1359,1,36,0.86
5203,1,29,0.75
533,1,49,0.88
6787,1,74,0.55
3252,1,67,0.83
8731,0,43,0.44
6522,1,70,0.84
8868,1,55,0.92
6264,0,44,0.69
2668,0,73,0.53
9716,0,49,0.26
9562,1,71,0.92
3313,0,5,0.64
6317,0,80,0.72
8787,1,68,0.85
9010,1,73,0.9
9675,1,76,0.78
2731,1,79,0.89
4710,1,28,0.72
3855,0,75,0.83
1730,1,67,0.97
3602,0,52,0.81
5535,1,63,0.87
5098,0,52,0.87
5568,0,72,0.85
9347,0,53,0.8
2335,1,44,0.39
8779,0,66,0.88
9772,0,45,0.39
4003,1,51,0.88
9019,1,65,0.77
7898,0,33,0.78
9477,1,35,0.29
1688,1,58,0.72
5443,0,62,0.57
8018,0,70,0.73
5804,0,41,0.59
8702,1,33,0.9
160,1,39,0.78
3940,1,56,0.89
4766,0,60,0.96
5362,1,29,0.49
8375,1,41,0.77
8637,1,49,0.91
6591,1,64,0.71
2679,0,48,0.78
1551,1,24,0.73
6421,1,60,0.68
9365,0,52,0.79
4902,0,44,0.58
512,1,14,0.71
5808,1,52,0.7
6125,0,24,0.65
5301,1,46,0.92
5461,0,51,0.8
3097,0,60,0.65
2225,1,58,0.77
2153,0,60,0.62
7686,1,57,0.47
4459,1,61,0.87
2601,1,67,0.89
2081,1,37,0.89
7453,0,60,0.88
6455,1,28,0.53
6429,1,48,0.77
4210,0,47,0.48
614,0,54,0.61
5856,1,47,0.59
4187,0,36,0.88
5740,1,42,0.82
3837,1,29,0.89
4127,1,48,0.92
6666,1,54,0.43
9156,1,33,0.85
3970,0,59,0.86
6060,0,51,0.83
7404,0,60,0.67
9717,0,33,0.93
2187,1,61,0.63
2001,1,40,0.64
2553,0,35,0.9
8772,1,77,0.84
7062,1,40,0.89
4690,0,58,0.68
1661,1,61,0.78
6497,0,63,0.78
9782,0,12,0.88
142,1,22,0.79
7187,1,48,0.81
7293,0,61,0.43
9798,0,48,0.79
258,0,67,0.82
1496,1,61,0.87
1602,1,31,0.68
6376,0,32,0.8
2741,1,52,0.62
6471,1,33,0.84
649,0,45,0.62
2323,1,57,0.37
5067,0,29,0.66
3751,1,69,0.8
970,0,61,0.82
6158,0,63,0.53
8322,1,66,0.57
7168,0,50,0.84
5401,1,51,0.92
8280,1,54,0.55
6170,1,50,0.78
2915,1,34,0.74
7186,1,57,0.91
3007,0,76,0.61
7225,0,42,0.71
7192,1,35,0.64
8724,0,47,0.75
6380,0,37,0.59
2500,1,61,0.9
5878,1,43,0.93
1363,1,63,0.89
5564,0,79,0.74
8931,1,12,0.82
3056,1,31,0.88
6041,0,38,0.75
9441,0,45,0.89
7843,0,59,0.49
4366,1,35,0.58
1640,1,49,0.88
2269,0,33,0.52
1696,0,36,0.59
9257,0,75,0.93
2449,0,50,0.68
1911,0,39,0.74
8165,1,23,0.44
5915,0,36,0.76
406,1,31,0.41
1805,0,60,0.62
1813,0,37,0.56
7358,1,57,0.79
2933,0,36,0.88
4929,0,57,0.6
7691,0,63,0.59
6190,1,50,0.67
3209,0,40,0.61
4408,1,51,0.88
8801,0,52,0.92
7282,0,48,0.31
3479,1,25,0.97
5640,1,44,0.67
463,0,57,0.88
1223,1,45,0.83
4223,1,64,0.9
404,1,33,0.97
7672,1,34,0.57
7343,0,40,0.75
5187,1,54,0.49
4787,1,47,0.8
3997,1,20,0.78
5337,0,48,0.87
4199,0,39,0.81
4377,1,61,0.83
1631,0,32,0.79
4788,0,57,0.62
683,1,34,0.31
9040,0,45,0.66
2833,1,69,0.39
1443,1,83,0.42
1118,0,68,0.7
8953,1,58,0.57
3459,1,43,0.8
2580,1,66,0.76
5088,1,64,0.95
9031,0,55,0.78
6914,0,36,0.84
6791,0,51,0.83
6081,0,71,0.85
3926,0,69,0.78
3340,0,75,0.35
6176,1,35,0.6
199,1,35,0.6
8024,1,42,0.91
5348,1,53,0.8
2121,1,58,0.81
4419,1,33,0.71
5909,0,50,0.88
2350,1,52,0.56
4135,1,76,0.48
6768,0,59,0.82
4164,1,60,0.81
2410,1,44,0.77
6278,0,42,0.65
8591,0,30,0.52
7627,0,76,0.84
4775,0,45,0.71
8914,1,43,0.64
5010,0,38,0.62
4142,0,67,0.27
6298,0,56,0.47
2528,0,68,0.64
7377,1,54,0.74
3673,0,53,0.94
365,1,50,0.75
4829,1,40,0.95
5162,1,48,0.73
6437,0,22,0.96
2071,1,28,0.74
9221,0,14,0.77
5050,1,64,0.68
6769,0,37,0.78
4383,1,53,0.48
3226,0,29,0.81
3031,1,57,0.6
3064,0,49,0.78
5965,1,35,0.34
2549,0,56,0.69
6263,1,53,0.76
1388,1,59,0.52
6841,1,36,0.82
6521,1,4,0.87
1581,0,51,0.51
6929,0,30,0.48
6124,1,42,0.59
2062,0,31,0.93
886,0,61,0.86
2609,1,38,0.67
38,0,50,0.82
2952,0,49,0.53
3917,1,78,0.6
2556,0,39,0.72
7139,0,36,0.85
9794,0,58,0.59
3278,0,53,0.61
4910,1,13,0.86
2686,0,42,0.63
334,1,54,0.94
6162,1,69,0.78
1057,1,65,0.8
4889,0,51,0.62
24,0,49,0.75
9124,0,37,0.76
5828,0,50,0.69
6346,1,23,0.92
1097,1,55,0.88
3752,0,56,0.88
5693,0,22,0.77
5389,1,51,0.8
9018,1,35,0.82
1471,1,44,0.63
1257,1,69,0.7
3879,0,65,0.9
452,1,59,0.63
8252,0,50,0.46
6152,1,39,0.65
6226,1,66,0.62
6064,1,61,0.49
828,1,64,0.65
9548,0,57,0.72
2936,1,53,0.51
8610,1,28,0.97
9569,1,51,0.42
722,0,50,0.38
9758,1,36,0.45
7559,0,40,0.9
7717,1,35,0.71
9615,0,61,0.72
7336,0,55,0.78
2888,0,54,0.84
1595,0,63,0.6
6972,1,53,0.44
8170,0,57,0.82
5964,1,65,0.93
4860,1,40,0.93
9187,0,34,0.97
9152,1,21,0.85
6621,0,66,0.79
5688,1,46,0.91
3971,0,50,0.69
3096,1,40,0.73
3748,1,88,0.76
4430,0,54,0.81
5517,0,75,0.47
7577,0,43,0.48
4750,1,86,0.91
7876,0,47,0.84
4379,0,49,0.47
4077,1,31,0.89
350,1,44,0.74
5545,1,67,0.89
3322,1,59,0.85
2259,1,26,0.91
7799,1,58,0.93
2026,1,63,0.68
9774,0,60,0.68
3352,1,55,0.72
8470,1,30,0.55
9822,0,22,0.99
1445,0,44,0.62
5077,0,27,0.86
8329,1,42,0.52
5249,1,49,0.77
7738,1,48,0.7
7965,0,70,0.66
4770,0,50,0.73
4564,0,36,0.81
5413,1,43,0.77
8168,0,26,0.54
429,1,74,0.97
8227,0,32,0.7
3950,0,66,0.71
5651,0,30,0.51
5225,1,51,0.95
7723,0,42,0.61
1210,1,45,0.58
916,1,52,0.82
4262,1,42,0.8
7155,0,43,0.92
240,0,57,0.72
6550,0,36,0.82
6620,0,62,0.69
2613,0,39,0.62
2494,1,59,0.64
1000,1,43,0.77
5274,0,52,0.54
56,0,35,0.89
3020,1,62,0.7
8328,1,57,0.78
208,1,63,0.92
2111,0,41,0.94
4663,0,31,0.77
5403,1,87,0.82
1440,1,53,0.8
425,1,54,0.65
697,0,46,0.89
6700,1,44,0.96
1265,0,40,0.74
1623,1,46,0.84
4833,1,48,0.9
7675,1,51,0.82
1593,1,74,0.78
7205,0,66,0.63
2301,0,74,0.82
4588,0,36,0.61
5057,1,60,0.87
5956,0,61,0.92
8126,0,66,0.58
2200,0,31,0.79
7131,0,41,0.73
8776,0,44,0.64
978,1,45,0.48
2770,1,50,0.59
4325,1,64,0.69
819,1,67,0.88
8624,1,54,0.79
5922,1,62,0.4
7643,1,29,0.49
9695,1,37,0.76
9046,0,31,0.9
1467,1,50,0.97
9102,0,39,0.66
621,0,88,0.57
9139,0,55,0.74
5463,1,62,0.76
7818,1,23,0.69
4006,1,37,0.43
3048,1,53,1.0
1778,0,64,0.77
6492,0,81,0.78
4066,1,50,0.78
336,1,54,0.63
2642,0,38,0.47
8179,0,66,0.83
1083,0,52,0.78
7496,0,39,0.38
2607,0,46,0.61
6961,0,26,0.87
3569,1,34,0.69
4024,1,59,0.63
8425,0,58,0.56
390,0,67,0.93
737,1,41,0.81
113,1,27,0.9
1068,1,51,0.69
3923,1,64,0.64
937,0,30,0.51
2299,1,53,0.82
5969,1,78,0.73
9479,0,17,0.86
7791,0,58,0.87
5111,0,39,0.88
6979,1,66,0.83
7387,1,31,0.75
257,0,51,0.41
2238,1,60,0.81
1339,1,26,0.64
1152,1,71,0.84
9296,0,63,0.46
6360,0,42,0.63
992,1,71,0.82
7991,0,62,0.65
1846,1,40,0.64
2558,0,64,0.84
5105,0,47,0.91
1972,1,42,0.86
4610,1,71,0.95
4622,0,39,0.96
3664,1,62,0.58
7660,0,70,0.79
3403,0,81,0.62
6524,1,53,0.74
132,0,87,0.72
2462,0,52,0.94
4131,0,46,0.71
441,0,47,0.83
4160,0,54,0.9
2029,1,63,0.84
1668,0,42,0.82
5865,0,60,0.72
5378,1,54,0.82
7680,1,24,0.97
2175,0,54,0.91
4734,1,40,0.76
5381,1,57,0.86
5320,0,50,0.71
1994,0,61,0.81
1849,0,17,0.75
7585,1,33,0.93
5314,1,29,0.79
1598,0,55,0.89
2725,1,62,0.72
9697,1,43,0.88
9693,1,50,0.58
6205,0,74,0.76
4863,1,53,0.76
2572,1,42,0.85
9151,0,53,0.76
1294,1,53,0.77
135,1,58,0.65
9438,1,34,0.84
8440,1,28,0.89
5204,0,50,0.81
1659,1,68,0.86
1744,0,50,0.61
1278,1,48,0.86
7253,0,45,0.58
8530,1,60,0.92
7055,0,63,0.91
3430,1,80,0.67
3546,1,55,0.79
2239,0,59,0.79
4057,1,37,0.92
7048,0,46,0.64
129,0,29,0.62
2700,1,41,0.81
9178,1,10,0.61
6351,0,37,0.66
27,0,35,0.79
5305,0,45,0.56
6308,1,24,0.84
491,1,51,0.55
7947,0,38,0.49
4548,0,51,0.63
1234,1,41,0.56
9374,0,36,0.85
5815,0,52,0.71
9647,1,61,0.64
9652,1,25,0.87
4043,0,66,0.98
8705,1,30,0.9
2125,1,58,0.8
459,0,55,0.9
3558,1,52,0.52
2391,1,52,0.6
4776,1,38,0.53
2009,1,38,0.81
9417,1,39,0.38
2466,1,35,0.85
8586,1,64,0.61
5843,1,64,0.87
5144,1,59,0.61
6050,0,63,0.89
4457,0,30,0.75
1804,0,58,0.73
5960,0,45,0.58
9849,0,23,0.8
202,1,36,0.63
5030,1,28,0.5
7621,0,32,0.79
339,0,29,0.64
4201,0,55,0.66
3651,0,43,0.7
964,1,37,0.49
124,0,43,0.83
6644,0,54,0.6
3025,0,39,0.8
2386,1,49,0.94
1965,0,72,0.49
2972,0,52,0.96
2960,0,53,0.72
6611,1,56,0.88
6647,1,62,0.73
7257,0,64,0.83
4542,1,38,0.71
8905,1,62,0.84
7877,0,55,0.48
7918,0,32,0.99
2996,0,63,0.8
647,1,41,0.9
969,0,50,0.75
8899,1,19,0.71
3323,0,50,0.73
4308,1,41,0.97
1757,1,63,0.82
9363,0,55,0.76
1588,0,43,0.85
935,0,51,0.5
1450,0,46,0.75
6563,0,38,0.74
523,0,34,0.78
1353,0,38,0.57
8078,1,54,0.88
3138,0,73,0.55
1188,0,59,0.81
8021,1,32,0.78
4313,0,27,0.7
5511,0,16,0.77
7712,0,51,0.79
6745,0,44,0.9
9239,1,42,0.72
3440,1,68,0.95
9247,1,57,0.69
877,1,31,0.76
3294,1,63,0.76
6393,0,48,0.64
2022,1,29,0.42
8361,1,33,0.78
66,0,87,0.92
3694,0,43,0.9
4357,0,26,0.83
1481,1,43,0.35
9344,0,53,0.73
3892,0,77,0.7
9605,0,72,0.87
4832,1,48,0.57
5942,0,15,0.53
4368,0,54,0.44
5586,1,81,0.8
3429,0,58,0.85
6879,1,78,0.81
