ID,Gender,Age,StudentId,Attendance,TestScore
8483,male,71,69 HO,0.61,35.41
8484,male,45,52 ss,0.77,53.67
8485,female,26,10 jX,0.97,89.42
8486,female,56,65 WH,0.8,50.04
8487,female,66,31 Pm,0.35,27.73
8488,female,65,19 br,0.86,74.13
8489,female,46,19 Yv,0.98,69.74
8490,female,35,16 gQ,0.89,75.65
8491,female,39,78 LO,0.83,72.2
8492,male,47,93 Wo,0.71,77.92
8493,female,72,36 It,0.87,77.51
8494,male,50,50 aI,0.73,47.9
8495,male,29,69 ny,0.89,80.42
8496,male,65,13 Vm,0.81,66.92
8497,male,42,13 PO,0.71,51.33
8498,female,14,33 yX,0.67,64.51
8499,female,63,25 OC,0.78,76.29
8500,male,82,84 sP,0.69,79.74
8501,female,34,83 yL,0.92,83.2
8502,male,41,91 PM,0.72,62.38
8503,male,53,20 uQ,0.89,72.12
8504,female,68,87 SM,0.59,39.18
8505,male,46,27 fY,0.65,37.27
8506,male,48,82 Cj,0.5,42.36
8507,male,67,37 DW,0.95,78.33
8508,male,46,14 KI,0.91,82.52
8509,male,20,09 eY,0.75,54.8
8510,male,44,49 JH,0.89,79.19
8511,female,53,05 Xy,0.77,64.66
8512,female,36,14 AW,0.74,58.44
8513,female,40,79 gt,0.73,47.63
8514,male,49,68 Zh,0.49,46.72
8515,female,57,23 zp,0.81,67.19
8516,female,23,35 vB,0.91,95.1
8517,female,27,06 xM,0.5,45.44
8518,female,25,51 BU,0.89,71.84
8519,male,34,01 gn,0.88,74.07
8520,male,42,02 Zb,0.82,69.35
8521,male,58,05 oo,0.56,38.46
8522,male,37,33 yd,0.75,58.61
8523,female,43,04 la,0.88,83
8524,male,53,98 DT,0.67,51.77
8525,female,56,58 sR,0.89,77.11
8526,male,76,37 zS,0.87,84.38
8527,male,43,95 wS,0.6,38
8528,female,41,52 mo,0.92,91.29
8529,male,33,78 bi,0.81,64.12
8530,female,58,08 UW,0.54,52.24
8531,male,52,22 rX,0.79,76.95
8532,male,65,61 La,0.94,72.36
8533,female,33,03 Cl,0.77,58.21
8534,male,41,06 OB,0.71,66.56
8535,female,38,29 Gk,0.93,84.83
8536,female,28,68 uT,0.89,64.42
8537,female,47,71 HO,0.66,47.88
8538,female,57,47 Ue,0.85,66.1
8539,female,41,31 ke,0.85,60.71
8540,male,62,96 BK,0.65,58.49
8541,male,43,44 Vj,0.93,92.09
8542,female,52,57 FI,0.84,81
8543,male,45,39 vs,0.89,92.08
8544,male,63,87 hk,0.51,60.74
8545,female,67,02 Eb,0.52,74.04
8546,male,52,75 yJ,0.68,71.2
8547,female,52,70 Id,0.84,83.19
8548,male,26,30 xt,0.8,88.74
8549,male,61,29 iN,0.4,25.6
8550,male,42,71 lG,0.68,53.58
8551,male,41,79 Wc,0.92,83.86
8552,male,33,30 Az,0.65,56.62
8553,female,46,53 aX,0.62,77.92
8554,female,60,86 Re,0.85,77.75
8555,male,72,75 HN,0.3,3.4
8556,female,46,03 AU,0.74,56.32
8557,female,44,74 SG,0.65,54.96
8558,male,41,00 cM,0.83,98.82
8559,male,48,55 rb,0.75,74.12
8560,male,45,50 Gx,0.58,34.99
8561,female,48,75 Vf,0.35,30.01
8562,male,43,45 MI,0.79,83.68
8563,female,44,01 Vc,0.89,66.79
8564,female,40,06 aq,0.86,70.45
8565,male,67,80 MU,0.84,67.88
8566,female,30,25 pa,0.55,29.83
8567,male,68,82 QL,0.58,50.53
8568,male,60,29 Uc,0.64,55.39
8569,female,52,52 uS,0.41,44.11
8570,female,59,92 oH,0.79,63.4
8571,male,64,76 aK,0.89,70.98
8572,male,77,10 OD,0.65,58.94
8573,female,32,84 tq,0.95,83.51
8574,male,46,99 aH,0.88,77.77
8575,female,42,25 pQ,0.44,27.57
8576,female,30,22 Wc,0.78,73.11
8577,female,34,34 sp,0.7,32.76
8578,female,58,00 in,0.84,72.3
8579,male,54,49 EQ,0.66,48.01
8580,male,59,91 Kp,0.7,53.41
8581,female,58,13 bk,0.88,71.35
8582,female,51,06 VK,0.94,99.4
8583,male,47,25 gU,0.81,69.02
8584,male,84,89 Jg,0.49,36.04
8585,female,31,24 OW,0.56,49.43
8586,female,50,72 lO,0.71,65.82
8587,male,72,29 LY,0.8,73.1
8588,female,32,41 bR,0.81,76.18
8589,male,24,64 Rb,0.66,42.45
8591,female,58,18 gH,0.3,10.7
8592,female,20,04 hJ,0.53,34.3
8593,female,33,07 DE,0.82,60.07
8594,female,42,15 KR,0.91,72.18
8595,female,45,50 ui,0.96,93.44
8596,male,41,80 IV,0.65,42.51
8597,female,45,22 dD,0.88,58.52
8598,female,42,75 nc,0.73,61.87
8599,male,58,91 uz,0.67,62.99
8600,female,40,39 Dz,0.68,57.17
8601,male,75,51 PW,0.58,43.07
8602,female,37,79 eI,0.71,62.92
8603,female,51,29 SW,0.93,95.86
8604,female,59,71 JP,0.67,65.77
8605,male,55,02 Of,0.91,66.24
8606,female,48,66 Xr,0.92,84.19
8607,male,69,46 wQ,0.69,52.03
8608,male,57,33 Ws,0.6,62.93
8609,male,56,60 qN,0.87,78.83
8610,female,46,72 ML,0.74,60.01
8611,male,37,76 sD,0.9,71.66
8612,female,77,30 kc,0.88,82.13
8613,female,69,17 vM,0.84,64.94
8614,female,49,42 BY,0.81,71.12
8615,male,43,88 Bp,0.96,91.61
8616,female,62,11 Jf,0.78,54.31
8617,female,51,41 ls,0.82,87.33
8618,female,64,81 sL,0.66,48.74
8619,female,42,03 mK,0.83,77.85
8620,female,32,66 ul,0.56,50.18
8621,female,44,17 jj,0.72,55.07
8622,female,54,78 Uf,0.87,90.37
8623,female,41,44 Ey,0.81,68.77
8624,male,17,91 BT,0.58,59.27
8625,male,49,88 UT,0.62,54.62
8626,female,56,04 xs,0.48,41.23
8627,female,60,80 Hc,0.92,66.45
8628,female,77,73 zF,0.6,38.3
8629,female,51,37 ui,0.61,47.18
8630,male,25,69 Ub,0.81,64.98
8631,male,60,66 QX,0.74,79.37
8632,male,27,86 WR,0.89,69.49
8633,female,34,99 JD,0.55,60.96
8634,female,45,41 Sa,0.87,84.96
8635,male,45,25 gJ,0.79,72.49
8636,male,42,51 pA,0.6,39.46
8637,female,46,09 yg,0.75,50.33
8638,female,37,52 db,0.92,86.64
8639,male,44,07 YO,0.95,86.24
8640,male,68,14 Ui,0.59,42.28
8641,female,36,74 Vm,0.98,78.93
8642,female,45,25 In,0.98,84.49
8643,male,56,03 Jl,0.48,43.4
8644,female,54,77 UW,0.73,62.32
8645,male,50,91 Sm,0.86,80.1
8646,male,31,68 Kf,0.75,64.66
8647,female,54,28 Fj,0.78,74.57
8648,female,34,02 gz,0.67,40.48
8649,male,61,21 dR,0.34,42.19
8650,female,72,82 Ga,0.92,71.89
8651,female,51,98 WT,0.85,80.26
8652,male,68,37 au,0.73,61.85
8654,female,66,37 rA,0.79,63.75
8655,female,22,09 jc,0.76,57.82
8656,male,35,60 Hp,0.83,63.72
8657,female,37,42 pz,0.82,75.24
8658,female,49,94 VB,0.8,86.09
8659,female,40,62 cE,0.8,52.49
8660,female,74,25 Vv,0.54,64.35
8661,male,49,82 OB,0.65,52.88
8662,female,29,57 Zc,0.61,47.59
8663,female,37,66 MH,0.45,19.92
8664,female,63,27 uj,0.75,72.51
8665,female,57,63 bJ,0.59,57.43
8666,female,52,08 cN,0.79,57.89
8667,female,60,06 Wa,0.82,86.36
8668,female,37,59 Km,0.86,92.49
8669,female,51,92 eb,0.89,89.74
8670,female,39,86 aN,0.85,89.65
8671,male,54,61 Un,0.79,70.87
8672,female,59,95 Sh,0.66,60.89
8673,female,26,95 vU,0.87,79.79
8674,female,54,00 Et,0.86,69.74
8675,male,62,49 ck,0.91,89.64
8676,female,50,90 ys,0.91,73.39
8678,male,36,10 qL,0.88,78.81
8679,male,73,74 Oh,0.36,23.06
8680,female,49,06 LM,0.69,40.11
8681,female,51,04 JG,0.75,70.67
8682,male,62,00 aa,0.73,81.33
8683,female,43,26 hp,0.91,67.66
8684,male,62,45 vP,0.76,59.13
8685,female,64,19 Ld,0.61,53.96
8686,female,33,97 Xm,0.84,83.07
8687,female,46,79 KR,0.86,76.12
8688,male,59,18 ei,0.53,42.97
8689,male,55,45 Xk,0.72,62.04
8690,male,30,95 DS,0.52,43.56
8691,male,32,53 FU,0.73,47.21
8692,male,56,52 Fh,0.64,59.07
8693,female,53,11 jY,0.71,96.52
8694,male,60,13 CW,0.6,43.88
8695,female,57,34 kH,0.74,51.57
8696,male,46,55 gy,0.8,74.09
8697,male,38,95 XS,0.61,44.9
8698,male,45,83 yx,0.79,63.29
8699,male,46,53 LN,0.74,79.72
8700,female,60,28 ub,0.52,41.17
8701,female,60,31 Nk,0.67,43.68
8702,female,55,84 Jb,0.72,56.88
8703,female,77,69 Al,0.97,99.93
8704,female,51,03 sS,0.77,64.18
8705,female,47,11 zu,0.82,76.05
8706,female,45,56 bo,0.61,60.21
8708,male,27,01 dU,0.7,77.96
8709,male,56,93 cg,0.48,40.65
8710,female,28,06 zA,0.97,99.42
8711,female,49,12 sM,0.92,94.18
8712,male,51,41 nR,0.61,50.16
8713,male,75,80 ln,0.5,35.52
8714,male,39,30 Mk,0.57,44.54
8715,male,62,31 ml,0.92,89.74
8716,male,28,32 oH,0.46,27.83
8717,female,43,22 qj,0.88,67.76
8718,female,50,79 mj,0.85,85.65
8719,female,44,16 ug,0.81,67.13
8720,female,30,32 fb,0.66,66.68
8721,female,48,67 Yf,0.83,69.65
8722,female,27,05 yk,0.88,78.33
8723,male,33,31 pA,0.57,50.43
8724,female,54,35 ff,0.79,54.53
8725,female,45,40 mM,0.81,73.36
8726,female,67,61 Yv,0.84,82.26
8727,male,60,63 Gn,0.73,64.98
8728,male,67,05 AP,0.91,79.4
8729,male,60,56 rh,0.62,58.51
8730,female,39,69 HR,0.83,76.24
8731,female,51,06 fI,0.77,62.85
8733,female,62,51 UA,0.56,24.02
8734,female,38,41 xb,0.54,46.06
8735,female,55,56 PP,0.9,79.25
8736,male,53,56 UY,0.4,34.71
8737,male,60,73 BO,0.74,45.42
8738,female,49,01 Pl,0.91,76.5
8739,female,49,94 os,0.75,57.82
8740,female,36,33 cG,0.61,48.5
8741,male,48,04 eg,0.78,60.79
8742,male,32,92 Kw,0.54,33.44
8743,male,41,29 NH,0.78,64.78
8744,male,32,70 tz,0.56,48.39
8745,male,62,91 vm,0.98,87.3
8746,female,45,43 KS,0.83,69.32
8747,female,41,58 Jl,0.87,78
8748,male,21,31 As,0.71,53.07
8749,female,17,46 bE,0.89,84.72
8750,female,37,06 yS,0.89,74.41
8751,male,53,64 bC,0.71,49.01
8752,male,50,72 kK,0.83,75.83
8753,female,32,56 QO,0.79,74.17
8754,female,64,33 kU,0.76,68.11
8755,male,55,91 HH,0.83,87.21
8756,female,38,22 zI,0.55,33.71
8757,male,58,07 nw,0.75,57.88
8758,male,63,19 LH,0.7,57.06
8759,female,57,52 Ov,0.81,81.96
8760,male,46,01 kU,0.55,40.51
8761,male,44,26 uw,0.64,72.32
8762,female,34,38 hT,0.94,89.53
8763,female,57,96 cC,0.79,64.41
8764,female,46,47 TB,0.81,73.51
8765,female,42,39 mU,0.38,30.57
8766,female,35,84 RY,0.79,49.5
8767,female,26,29 cF,0.85,69.78
8768,male,54,22 Sc,0.95,75.74
8769,male,33,47 oe,0.85,74.78
8770,female,54,46 Gz,0.86,75.88
8771,male,56,49 SP,0.75,69.41
8772,female,19,81 sx,0.53,46.14
8773,male,62,42 ow,0.46,32.44
8774,female,32,50 fA,0.96,95.17
8775,female,50,90 io,0.57,44.84
8776,male,28,06 ua,0.76,66.13
8777,male,38,79 PC,0.57,52.54
8778,male,43,10 Rx,0.88,64.75
8779,female,36,02 AO,0.94,72.78
8780,male,27,86 KU,0.53,42.21
8781,male,75,13 yQ,0.68,55.3
8782,male,47,62 En,0.77,63.11
8783,female,37,86 yo,0.67,65.03
8784,female,24,52 Ya,0.94,87.84
8785,male,63,76 Jj,0.59,44.73
8786,female,73,59 Hq,0.91,73.24
8787,female,31,51 TC,0.9,66.62
8788,male,64,50 Wj,0.62,42.7
8789,female,47,06 zq,0.7,52.96
8790,female,43,71 vG,0.69,54.78
8791,male,67,59 Oi,0.47,33.74
8792,male,35,76 Bm,0.69,56.73
8793,male,54,68 vS,0.66,58.45
8794,male,58,09 ZH,0.96,68.11
8795,female,45,79 iR,0.58,61.95
8796,female,45,66 ve,0.81,73.56
8797,female,34,09 cp,0.71,68.81
8798,male,49,25 UR,0.73,68.36
8799,male,69,63 Mn,0.95,98.19
8800,female,44,68 HJ,0.88,62.82
8802,female,37,87 Eu,0.92,85.14
8803,female,55,75 Gv,0.91,85.92
8804,female,33,11 PH,0.9,78.31
8805,male,44,93 Mt,0.75,57.46
8806,male,58,95 qp,0.8,81.31
8807,female,30,88 Xf,0.9,69.59
8808,male,68,98 hz,0.93,80.23
8809,female,48,68 ah,0.81,76.1
8810,male,40,06 cF,0.89,93.73
8811,female,94,53 Jk,0.56,42.13
8812,female,44,19 lf,0.61,64.64
8813,female,36,89 DC,0.48,44.16
8814,female,39,45 Om,0.83,65.13
8815,female,79,36 Ct,0.71,62.58
8816,male,24,47 CG,0.75,57.34
8817,male,60,93 Pb,0.61,48.77
8818,female,69,38 CU,0.76,63.87
8819,male,65,18 CR,0.7,57
8821,female,54,23 pM,0.83,61.73
8822,female,64,52 SS,0.93,84.02
8823,male,74,53 yU,0.87,85.05
8824,male,28,86 aa,0.73,48.56
8825,female,41,19 RQ,0.81,71.64
8826,female,36,11 hs,0.66,48.26
8828,male,47,83 BE,0.75,56.48
8829,male,70,76 Pl,0.8,53.49
8830,female,34,05 tm,0.87,87.52
8831,male,64,48 YD,0.9,90.45
8832,male,77,45 cf,0.68,66.66
8833,male,51,42 Xo,0.85,78.24
8834,female,49,45 Rx,0.52,52.06
8835,male,43,46 de,0.44,27.42
8836,female,46,21 Vd,0.88,91.59
8837,male,48,48 BB,0.56,37.39
8838,male,36,23 Gy,0.87,93.47
8839,female,31,88 qN,0.59,41.09
8841,male,25,96 sa,0.4,19.57
8842,male,61,17 Fl,0.88,89.29
8843,male,35,46 Ux,0.92,82.92
8844,male,80,94 Ew,0.59,36.07
8845,female,67,95 ud,0.71,66.88
8846,male,32,05 ka,0.64,46.34
8847,male,44,51 JX,0.48,20.27
8848,female,39,73 RK,0.91,85.16
8849,female,51,76 QW,0.53,59.1
8850,male,52,39 Hb,0.74,75.64
8851,female,60,78 WB,0.82,75.07
8852,male,22,01 Sc,0.79,67.23
8853,male,43,87 bl,0.92,82.7
8854,male,64,70 wP,0.92,71.52
8855,female,64,48 rd,0.4,24.17
8856,male,76,76 Hp,0.69,63.59
8857,female,52,41 iN,0.68,45.68
8858,male,40,11 GQ,0.93,96.86
8859,male,32,89 PI,0.56,38.82
8860,female,26,73 XP,0.82,80.05
8861,female,53,48 Gj,0.67,73.71
8862,male,39,30 eh,0.75,57.89
8863,male,44,44 TT,0.97,88.69
8864,female,59,36 Ie,0.8,68.14
8865,male,56,75 zZ,0.69,69.73
8866,male,70,67 GA,0.63,44.42
8867,male,59,56 BF,0.72,64.42
8868,female,42,04 oW,0.42,11.77
8869,male,62,74 EJ,0.46,41.83
8870,male,47,51 FA,0.74,60.52
8871,male,42,24 Mg,0.62,40.81
8872,male,37,83 HV,0.75,63.25
8873,female,56,58 rJ,0.63,63.96
8874,female,36,74 kL,0.84,74.83
8875,male,74,49 DA,0.82,65.52
8876,female,41,07 Vv,0.86,79.51
8877,female,77,69 rZ,0.84,65.53
8878,female,29,15 XL,0.69,68.71
8879,female,36,36 YX,0.6,63.77
8880,male,37,32 nM,0.86,75.57
8881,male,44,71 gS,0.64,54.3
8882,male,54,83 kz,0.85,79.96
8883,male,50,76 iY,0.86,80.07
8884,male,66,49 lX,0.88,88.97
8885,female,69,48 sR,0.83,73.66
8886,female,49,17 qK,0.89,95.04
8887,female,20,71 Ij,0.88,73.46
8888,male,66,10 gx,0.83,67.61
8889,male,24,27 Nv,0.78,60.13
8890,male,65,00 TE,0.47,43.98
8891,male,25,02 sn,0.7,82.95
8892,female,68,23 fJ,0.85,74.74
8893,female,58,03 Xm,0.74,58.33
8894,male,35,90 uf,0.77,64.54
8895,male,20,12 GW,0.81,79.86
8896,female,33,32 Tx,0.88,85.88
8897,male,44,52 yX,0.97,76.06
8898,female,67,30 zu,0.71,36.94
8899,female,18,52 Wk,0.55,61.2
8900,female,49,09 uY,0.77,79.97
8901,female,39,39 nL,0.47,46.12
8902,male,38,40 gp,0.75,85.52
8904,female,45,80 RF,0.83,60.46
8905,female,52,11 cH,0.87,84.25
8906,female,42,27 Cu,0.9,88.08
8907,male,52,84 jG,0.92,77.99
8908,male,38,08 wF,0.88,75.26
8909,male,68,74 CP,0.44,27.52
8910,male,31,66 WZ,0.81,87.85
8911,female,62,18 Wr,0.63,52.83
8912,male,58,05 eO,0.69,58.27
8913,male,27,70 Jr,0.88,82.47
8914,male,49,00 Jb,0.81,56.68
8915,female,46,99 fj,0.59,48.31
8916,female,51,03 eS,0.78,72.76
8917,female,60,60 uq,0.73,58.5
8918,female,58,62 EI,0.8,79.43
8919,male,67,64 rT,0.7,65.15
8920,male,55,65 gs,0.75,66.19
8921,female,34,44 Fa,0.59,51.65
8922,female,46,46 WQ,0.48,33.9
8924,female,81,20 QX,0.46,32.91
8925,female,59,35 Xh,0.83,76.52
8926,male,41,12 td,0.72,52.73
8927,female,46,32 aA,0.66,32.5
8928,male,53,05 cU,0.68,49.69
8929,male,61,75 wP,0.58,58.9
8930,male,39,90 hO,0.76,61.57
8931,female,57,88 Ru,0.93,79.91
8932,female,71,12 cj,0.81,68.04
8933,male,67,03 jZ,0.85,68.59
8934,female,63,88 UJ,0.34,14.17
8935,male,32,60 tr,0.81,93.83
8936,male,56,18 Ru,0.78,81.35
8937,male,75,36 jv,0.24,14.54
8938,male,34,25 BH,0.73,53.99
8939,male,50,18 zL,0.7,63.36
8940,male,52,24 bl,0.59,41.22
8941,female,60,03 dX,0.72,56.69
8942,male,75,63 IH,0.62,59.42
8943,female,35,22 hl,0.67,47.56
8944,male,56,94 Dy,0.15,16.72
8945,male,49,12 hE,0.6,42.59
8946,female,25,27 eU,0.61,71.01
8947,male,64,45 QL,0.66,44.85
8948,female,38,18 eL,0.8,57.21
8949,female,43,20 XP,0.74,79.17
8950,male,65,52 hg,0.89,88.45
8951,male,52,75 Me,0.68,61.35
8952,female,59,44 WG,0.45,52.2
8953,male,44,39 Pn,0.45,23.41
8954,female,41,22 ug,0.9,95.02
8955,female,62,98 PG,0.87,78.66
8956,female,66,32 fa,0.8,74.6
8957,male,66,64 DX,0.63,45.17
8958,male,86,00 Mb,0.93,74.64
8959,female,28,23 JT,0.51,31.34
8960,female,49,31 Rc,0.58,37.04
8961,female,58,79 kF,0.68,48.85
8962,male,36,56 DX,0.89,87.92
8963,male,62,97 mj,0.64,52.1
8964,male,52,17 ZR,0.98,86.58
8965,female,64,11 RT,0.85,68.64
8966,male,50,09 XX,0.54,42.32
8967,female,49,95 pU,0.69,62.79
8968,male,35,11 Uw,0.78,65.67
8969,male,48,11 HM,0.64,54.15
8970,male,56,50 MF,0.8,67.59
8971,female,68,47 BS,0.94,83.62
8972,male,32,86 wQ,0.89,76.94
8973,female,65,95 yP,0.8,67.12
8974,male,55,50 TG,0.84,91.05
8975,female,55,46 VV,0.92,97.63
8976,female,35,79 mJ,0.83,87.25
8978,male,63,02 CC,0.93,74.58
8979,male,78,92 QE,0.55,47.11
8980,female,49,60 yy,0.8,75.63
8981,female,34,81 Nd,0.61,34.54
8982,male,40,81 jF,0.99,97.08
8983,male,47,38 Is,0.6,57.06
8984,female,43,46 NH,0.77,54.3
8985,female,43,68 Dh,0.95,76.47
8986,male,40,48 Gi,0.89,69.52
8987,male,74,41 Yp,0.83,71.12
8988,male,32,21 Yh,0.57,45.64
8989,male,58,42 FT,0.96,77.74
8990,female,43,57 mO,0.78,59.15
8991,female,47,04 Kq,0.88,93.66
8992,female,36,39 UI,0.83,67.54
8993,male,35,50 kQ,0.64,59.3
8994,female,48,98 hH,0.81,75.58
8995,female,47,41 WK,0.67,62.67
8996,female,42,42 ri,0.59,37.23
8997,female,56,34 Rb,0.64,70.88
8998,female,76,48 US,0.56,57.11
8999,male,50,96 gy,0.94,82.66
9000,male,14,16 tY,0.92,74.38
9001,male,41,02 fb,0.78,67.17
9002,male,43,75 kh,0.61,63.87
9003,female,51,78 RQ,0.84,69.44
9004,female,47,37 ba,0.73,57.61
9005,male,51,23 LG,0.42,27
9006,male,46,74 Zd,0.75,55.91
9007,female,19,02 Nf,0.71,71.6
9008,male,69,14 QP,0.86,95.43
9009,male,37,91 Vz,0.62,44.09
9010,male,45,27 TM,0.61,52.56
9011,female,57,09 rU,0.62,63.7
9012,female,11,56 lr,0.76,53.97
9013,female,62,93 PP,0.84,63.72
9014,male,65,28 KO,0.78,55.18
9015,female,56,82 Mc,0.83,44.37
9016,female,66,53 eQ,0.84,76.11
9017,female,42,53 rU,0.83,49.24
9018,male,64,09 LW,0.39,41.78
9019,female,51,04 cW,0.48,28.26
9020,female,44,89 nN,0.77,62.45
9021,female,62,32 Dg,0.92,73.18
9022,female,43,59 Nr,0.64,54.33
9023,female,32,27 EX,0.69,52.58
9024,female,47,28 oC,0.9,70.05
9025,male,63,24 Wu,0.46,29.28
9026,female,18,66 Vg,0.82,72.48
9027,female,51,28 rc,0.66,68.93
9028,female,49,24 Ld,0.68,49.69
9029,female,45,58 Lm,0.72,52.1
9030,female,26,65 iQ,0.8,56.07
9031,female,53,82 QP,0.73,62.62
9032,male,37,54 XF,0.75,67.99
9033,female,60,68 am,0.82,60.48
9034,female,50,01 YL,0.69,67.22
9035,male,72,40 mX,0.61,34.38
9036,male,42,79 MV,0.94,73.11
9037,female,59,11 pg,0.88,79.87
9038,female,45,10 Mb,0.71,62.35
9039,female,12,85 Cd,0.82,75.13
9040,female,21,15 kl,0.92,79.36
9041,male,59,74 MH,0.78,67.48
9042,male,55,38 jf,0.83,79.36
9043,male,63,38 Kg,0.84,84.63
9044,female,48,64 vA,0.86,62.51
9045,female,29,23 EY,0.88,80.75
9046,male,35,25 vN,0.55,36.75
9047,female,56,02 CV,0.9,90.4
9048,male,40,83 hq,0.97,73.97
9049,male,65,08 RD,0.87,92.81
9050,male,48,47 wO,0.85,68
9051,male,57,34 of,0.75,65.04
9052,male,27,79 qZ,0.61,34.36
9053,female,53,92 zi,0.84,53.5
9054,female,39,38 fZ,0.79,74.05
9056,male,51,04 dQ,0.55,45.57
9057,female,58,60 SY,0.91,83.35
9058,female,55,60 xo,0.56,41.03
9059,male,66,55 xZ,0.94,70.75
9060,female,31,01 fC,0.48,36.38
9061,female,47,17 So,0.71,59.75
9062,female,58,14 CQ,0.57,33.48
9063,female,54,34 Zp,0.9,69.77
9064,male,60,20 Iz,0.98,84.31
9065,female,41,29 qN,0.85,97.01
9066,female,52,80 xt,0.89,76.53
9067,female,55,94 QE,0.64,53.19
9068,female,68,67 Ln,0.42,17.56
9069,male,41,97 VI,0.74,47.87
9070,male,33,58 gR,0.71,49.99
9071,female,37,96 iW,0.97,93.88
9072,female,33,84 nt,0.82,69.48
9073,male,69,26 id,0.9,94.93
9074,male,75,61 IA,0.78,63.81
9075,male,71,84 pR,0.76,64.06
9076,female,53,00 jA,0.78,82.84
9077,female,70,24 oN,0.66,56.12
9078,female,66,52 vf,0.91,65.26
9079,male,54,59 EK,0.54,61.13
9080,female,92,12 sr,0.78,63.63
9081,male,51,15 Rx,0.69,52.45
9082,female,43,16 OX,0.44,28.75
9083,male,56,65 Oy,0.57,33.48
9084,female,66,49 KL,0.45,25.32
9085,male,29,82 IB,0.18,21.83
9086,male,49,77 tG,0.62,44.15
9087,male,58,34 ZM,0.89,86.35
9088,male,55,68 Qg,0.45,41.21
9089,male,33,89 LA,0.89,90.02
9090,male,56,89 dO,0.76,69.13
9091,female,62,76 sx,0.73,66.16
9092,male,52,03 Sd,0.74,68.36
9093,male,42,00 AP,0.76,47.87
9094,male,54,53 WH,0.75,73.47
9095,female,57,62 kn,0.79,69.23
9096,male,65,54 Wg,0.67,52.95
9097,male,56,65 no,0.98,81.85
9098,female,47,47 DT,0.79,77.61
9099,male,45,07 cP,0.48,23.02
9100,male,43,73 Gt,0.67,47.51
9101,male,46,12 sP,0.89,77.48
9102,male,51,53 HP,0.8,67.07
9103,female,45,71 tw,0.65,59.86
9104,male,40,76 mU,0.78,73
9105,female,20,13 aQ,0.83,72.17
9106,male,43,89 De,0.54,24.48
9107,male,60,26 Vf,0.73,72.89
9108,male,59,01 Va,0.62,63.95
9109,male,43,45 KR,0.58,40.79
9110,male,54,64 PC,0.85,83
9111,female,63,53 Jn,0.75,45.86
9112,female,55,68 DN,0.85,73.67
9113,male,42,78 Au,0.81,78.81
9114,male,68,72 DY,0.81,73
9115,male,33,01 aU,0.82,67.85
9116,male,57,81 Cx,0.79,69.6
9117,male,39,39 Xl,0.8,91.74
9118,female,87,24 xm,0.74,76.3
9119,female,73,90 HI,0.9,83.23
9120,male,50,20 ap,0.81,80.35
9121,female,51,93 ds,0.89,82.25
9122,female,33,24 Ng,0.84,79.8
9123,female,55,57 ZB,0.53,40.39
9124,male,37,50 wh,0.46,50.44
9126,female,65,39 hd,0.86,75.29
9127,female,47,90 vB,0.79,73.89
9128,female,35,14 pM,0.82,59.92
9129,female,65,26 xZ,0.77,76.77
9130,female,58,20 Yr,0.57,51.93
9131,female,50,50 on,0.8,71.26
9132,female,40,94 SA,0.8,74.39
9133,female,62,80 yq,0.74,65.5
9134,male,74,45 je,0.6,46.14
9135,female,53,92 Fy,0.87,79.21
9136,male,33,85 bP,0.77,61.1
9137,male,37,88 UN,0.82,98.96
9138,female,46,95 xP,0.95,77.34
9139,female,62,98 ZK,0.77,74.63
9140,male,56,90 sW,0.79,79.18
9141,male,55,84 Ae,0.78,80.75
9142,male,65,90 vN,0.73,51.77
9143,male,46,50 XP,0.78,62.65
9144,female,42,84 vJ,0.83,76.39
9145,male,79,61 ps,0.65,55.24
9146,female,46,25 tt,0.73,79.34
9147,female,76,89 vi,0.69,59.28
9149,female,41,24 ZG,0.81,76.23
9150,male,64,06 Da,0.85,83.52
9151,male,45,71 Wy,0.66,48.33
9152,female,45,78 hr,0.73,65.03
9153,male,37,53 yY,0.76,63.06
9154,female,49,37 Mf,0.77,70.76
9155,female,60,33 qY,0.68,56.35
9156,female,48,20 Ua,0.42,24.9
9157,male,31,02 An,0.9,92.3
9158,male,50,44 gt,0.7,49.45
9159,female,57,43 EK,0.64,56.96
9160,male,50,94 ak,0.22,16.84
9161,male,39,48 qG,0.79,78.41
9162,male,50,83 zg,0.91,81.44
9163,female,51,54 Eh,0.93,90.26
9164,female,53,42 Io,0.45,34.32
9165,male,31,01 Ts,0.84,77.57
9166,female,41,08 DC,0.67,70.93
9167,male,60,60 Rr,0.5,50.9
9168,female,45,93 hy,0.72,71.82
9169,male,37,76 Ee,0.81,85.99
9170,male,27,27 UX,0.82,59.75
9171,male,47,92 fI,0.95,87.67
9172,male,55,52 Gx,0.66,64.32
9173,male,31,47 zj,0.92,81.92
9174,female,60,94 Ml,0.91,70.8
9175,male,49,19 ZP,0.86,75.02
9176,female,70,60 Dg,0.82,60.27
9177,female,54,30 ur,0.77,63.56
9178,male,44,90 nO,0.68,65.16
9179,female,61,57 Wo,0.59,36.87
9180,female,52,96 oX,0.58,43.44
9181,female,42,65 DL,0.88,86.05
9182,female,40,94 FA,0.88,91.73
9183,male,72,69 pU,0.55,44.54
9184,female,34,19 Aw,0.52,34.01
9185,female,30,67 tI,0.73,59.51
9186,female,19,90 pV,0.83,62.03
9187,male,69,07 QY,0.78,58.24
